satisfactory_Level,last_Evaluation,number_Of_Projects,avg_Monthly_Hours,time_Spent_Company,work_Accident,left,promotion_In_Last5years,dept,salary
506,0.1,0.86,6,309,4,0,1,0,sales,medium
507,0.42,0.54,2,159,3,0,1,0,sales,medium
508,0.39,0.57,2,158,3,0,1,0,sales,low
509,0.1,0.97,6,254,5,0,1,0,sales,medium
510,0.11,0.93,6,294,4,0,1,0,sales,medium
511,0.1,0.92,7,269,4,0,1,0,sales,medium
512,0.11,0.9,7,247,4,0,1,0,sales,medium
513,0.44,0.65,3,271,4,0,1,0,sales,low
514,0.91,0.96,4,232,5,0,1,0,sales,low
515,0.72,1.0,4,245,5,0,1,0,sales,low
516,0.36,0.46,2,132,3,0,1,0,sales,low
517,0.85,0.99,5,248,5,0,1,0,sales,low
518,0.78,0.93,5,225,5,0,1,0,sales,low
519,0.39,0.46,2,156,3,0,1,0,sales,low
520,0.78,0.81,3,222,2,0,1,0,sales,low
521,0.1,0.92,6,243,4,1,1,0,sales,low
522,0.23,0.99,4,204,4,1,1,0,accounting,low
523,0.9,0.83,5,259,5,0,1,0,accounting,low
524,0.43,0.54,2,150,3,0,1,0,hr,low
525,0.45,0.49,2,151,3,0,1,0,hr,low
526,0.11,0.93,6,253,4,1,1,0,technical,low
527,0.43,0.5,2,161,3,0,1,0,technical,low
528,0.91,0.97,4,251,6,0,1,0,technical,low
529,0.85,0.82,5,264,6,0,1,0,technical,medium
530,0.81,0.95,5,266,5,0,1,0,technical,medium
531,0.36,0.62,4,237,2,0,1,0,technical,medium
532,0.45,0.54,2,138,3,0,1,0,technical,medium
533,0.71,1.0,4,300,5,0,1,0,support,medium
534,0.84,0.93,5,236,5,0,1,0,support,medium
535,0.09,0.97,7,288,4,0,1,0,support,medium
536,0.15,0.55,6,139,4,0,1,0,support,high
537,0.1,0.92,7,253,4,1,1,0,support,low
538,0.45,0.51,2,138,3,0,1,0,technical,low
539,0.11,0.93,7,284,4,0,1,0,technical,low
540,0.41,0.5,2,128,3,0,1,0,management,low
541,0.44,0.53,2,154,3,0,1,0,IT,low
542,0.37,0.56,2,138,3,0,1,0,IT,low
543,0.7,0.74,6,136,3,0,1,0,IT,low
544,0.59,1.0,2,160,5,0,1,0,product_mng,low
545,0.39,0.48,2,161,3,0,1,0,IT,low
546,0.89,0.82,5,224,6,0,1,0,RandD,low
547,0.43,0.56,2,133,3,0,1,0,RandD,low
548,0.09,0.93,6,308,4,0,1,0,RandD,low
549,0.81,0.9,5,238,6,0,1,0,marketing,low
550,0.37,0.53,2,126,3,0,1,0,sales,low
551,0.36,0.56,2,138,3,0,1,0,accounting,medium
552,0.11,0.85,6,299,4,0,1,0,support,medium
553,0.66,0.47,7,156,2,0,1,0,management,medium
554,0.39,0.47,2,152,3,0,1,0,marketing,medium
555,0.44,0.51,2,146,3,0,1,0,marketing,medium
556,0.1,0.84,6,253,4,0,1,0,marketing,medium
557,0.79,0.94,5,227,6,0,1,0,sales,medium
558,0.54,0.94,6,294,3,0,1,0,sales,medium
559,0.37,0.47,2,151,3,0,1,0,sales,medium
560,0.37,0.57,2,128,3,0,1,0,sales,medium
561,0.45,0.52,2,160,3,0,1,0,sales,low
562,0.79,0.9,5,263,5,0,1,0,sales,medium
563,0.42,0.56,2,156,3,0,1,0,sales,medium
564,0.1,0.85,6,273,4,0,1,0,sales,medium
565,0.11,0.78,6,303,4,0,1,0,sales,medium
566,0.74,1.0,4,253,5,0,1,0,sales,low
567,0.1,0.93,6,270,4,0,1,0,sales,low
568,0.43,0.48,2,144,3,0,1,0,sales,low
569,0.41,0.47,2,154,3,0,1,0,sales,low
570,0.39,0.55,2,146,3,0,1,0,sales,low
571,0.82,0.85,5,218,5,0,1,0,sales,low
572,0.74,0.88,4,248,6,0,1,0,accounting,low
573,0.39,0.56,2,126,3,0,1,0,hr,low
574,0.87,0.94,4,260,5,0,1,0,hr,low
575,0.1,0.9,5,263,4,0,1,0,hr,low
576,0.78,1.0,5,220,5,0,1,0,technical,low
577,0.14,0.73,7,282,5,0,1,0,technical,low
578,0.11,0.94,6,277,5,0,1,0,technical,low
579,0.91,0.94,5,257,5,0,1,0,technical,low
580,0.38,0.47,2,143,3,0,1,0,technical,low
581,0.38,0.88,3,154,4,0,1,0,technical,medium
582,0.89,1.0,5,253,5,0,1,0,technical,medium
583,0.11,0.79,6,294,4,0,1,0,technical,medium
584,0.37,0.51,2,128,3,0,1,0,technical,medium
585,0.38,0.5,2,153,3,0,1,0,support,medium
586,0.78,0.87,5,256,5,0,1,0,support,medium
587,0.41,0.51,2,127,3,0,1,0,support,medium
588,0.41,0.51,2,137,3,0,1,0,support,medium
589,0.11,0.83,6,295,4,0,1,0,support,medium
590,0.11,0.79,6,281,4,0,1,0,support,medium
591,0.85,0.85,5,267,5,0,1,0,support,medium
592,0.73,0.92,5,266,5,0,1,0,support,medium
593,0.1,0.79,6,294,4,0,1,0,technical,medium
594,0.3,0.56,3,309,4,1,1,0,technical,low
595,0.11,0.77,7,273,4,0,1,0,management,low
596,0.84,0.83,5,238,5,0,1,0,IT,low
597,0.78,0.94,5,271,6,0,1,0,IT,low
598,0.43,0.53,2,145,3,0,1,0,IT,low
599,0.36,0.55,2,152,3,0,1,0,IT,low
600,0.43,0.47,2,128,3,0,1,0,IT,low
601,0.76,0.93,5,238,5,0,1,0,product_mng,low
602,0.1,0.78,7,286,4,0,1,0,product_mng,low
603,0.09,0.86,6,291,4,0,1,0,product_mng,low
604,0.92,1.0,5,259,5,0,1,0,IT,low
605,0.92,0.9,5,248,5,0,1,0,sales,low
606,0.79,0.98,4,271,5,0,1,0,sales,low
607,0.43,0.51,2,140,3,0,1,0,sales,low
608,0.44,0.49,2,127,3,1,1,0,sales,low
609,0.48,0.88,3,239,3,0,1,0,sales,low
610,0.38,0.55,2,145,3,0,1,0,support,low
611,0.11,0.85,6,259,4,0,1,0,technical,medium
612,0.82,0.86,4,264,5,0,1,0,management,medium
613,0.37,0.45,2,160,3,0,1,0,marketing,medium
614,0.4,0.48,2,138,3,0,1,0,marketing,medium
615,0.42,0.56,2,147,3,0,1,0,sales,medium
616,0.78,0.87,4,236,5,0,1,0,sales,medium
617,0.46,0.86,2,212,4,0,1,0,sales,medium
618,0.77,0.91,5,261,6,0,1,0,sales,medium
619,0.83,0.82,4,243,5,0,1,0,sales,medium
620,0.32,0.58,5,271,5,0,1,0,sales,high
621,0.1,0.96,6,254,4,1,1,0,sales,medium
622,0.1,0.91,6,285,4,0,1,0,sales,medium
623,0.44,0.49,2,130,3,0,1,0,sales,medium
624,0.1,0.89,6,246,4,0,1,0,sales,low
625,0.92,0.92,4,245,5,0,1,0,sales,low
626,0.43,0.56,2,136,3,0,1,0,sales,low
627,0.81,1.0,5,235,5,0,1,0,accounting,low
628,0.11,0.85,7,272,4,0,1,0,accounting,low
629,0.87,1.0,5,274,5,0,1,0,hr,low
630,0.37,0.46,2,131,3,0,1,0,hr,low
631,0.61,0.86,4,196,4,0,1,0,hr,low
632,0.36,0.52,2,157,3,0,1,0,technical,low
633,0.09,0.94,6,308,4,0,1,0,technical,low
634,0.1,0.91,6,262,5,1,1,0,technical,low
635,0.1,0.94,7,281,4,0,1,0,technical,medium
636,0.39,0.51,2,132,3,0,1,0,support,medium
637,0.73,0.83,5,270,5,1,1,0,support,medium
638,0.41,0.45,2,150,3,0,1,0,support,medium
639,0.38,0.5,2,150,3,1,1,0,support,medium
640,0.8,0.63,5,180,5,0,1,0,support,medium
641,0.41,0.48,2,130,3,0,1,0,support,high
642,0.72,1.0,5,264,5,0,1,0,technical,medium
643,0.1,0.81,6,304,4,0,1,0,management,medium
644,0.36,0.54,2,136,3,0,1,0,IT,low
645,0.11,0.87,5,303,4,0,1,0,IT,low
646,0.11,0.95,6,271,4,0,1,0,IT,low
647,0.45,0.45,2,140,3,0,1,0,product_mng,low
648,0.44,0.55,2,130,3,1,1,0,product_mng,low
649,0.85,0.97,4,266,6,0,1,0,product_mng,low
650,0.75,0.86,5,260,5,0,1,0,IT,low
651,0.1,0.79,6,249,4,0,1,0,RandD,low
652,0.74,0.89,5,259,5,0,1,0,RandD,low
653,0.09,0.77,6,244,4,0,1,0,marketing,low
654,0.76,0.91,4,219,5,0,1,0,sales,low
655,0.84,0.88,4,269,5,0,1,0,support,low
656,0.38,0.45,2,127,3,0,1,0,technical,low
657,0.38,0.54,2,157,3,0,1,0,marketing,medium
658,0.86,0.94,5,224,5,0,1,0,marketing,medium
659,0.37,0.46,2,155,3,0,1,0,marketing,medium
660,0.37,0.5,2,131,3,0,1,0,sales,medium
661,0.11,0.85,6,267,4,0,1,0,sales,medium
662,0.09,0.8,6,247,4,0,1,0,sales,medium
663,0.54,0.56,4,260,3,0,1,0,sales,medium
664,0.4,0.47,2,151,3,0,1,0,sales,medium
665,0.36,0.52,2,137,3,1,1,0,sales,medium
666,0.87,0.9,4,256,5,0,1,0,sales,high
667,0.1,0.87,6,284,4,0,1,0,sales,medium
668,0.11,0.78,7,248,4,0,1,0,sales,medium
669,0.44,0.53,2,156,3,0,1,0,sales,low
670,0.39,0.48,2,138,3,0,1,0,sales,low
671,0.92,0.87,4,229,6,0,1,0,sales,low
672,0.36,0.47,2,136,3,0,1,0,accounting,low
673,0.86,0.95,4,241,5,0,1,0,accounting,low
674,0.36,0.48,2,145,3,0,1,0,hr,low
675,0.42,0.57,2,159,3,0,1,0,hr,low
676,0.42,0.47,2,129,3,0,1,0,hr,low
677,0.4,0.45,2,142,3,0,1,0,technical,low
678,0.46,0.53,2,129,3,0,1,0,technical,low
679,0.09,0.9,6,287,4,0,1,0,technical,low
680,0.11,0.93,4,295,3,0,1,0,technical,low
681,0.84,0.88,5,237,5,0,1,0,technical,low
682,0.42,0.56,2,158,3,0,1,0,technical,low
683,0.1,0.95,6,256,4,0,1,0,technical,medium
684,0.46,0.54,2,158,3,0,1,0,support,medium
685,0.82,1.0,4,273,6,0,1,0,support,medium
686,0.81,0.84,5,258,5,0,1,0,support,medium
687,0.81,0.94,5,233,6,0,1,0,support,medium
688,0.77,1.0,4,249,6,0,1,0,support,medium
689,0.86,1.0,4,250,6,0,1,0,support,medium
690,0.37,0.49,2,151,3,0,1,0,technical,high
691,0.44,0.5,2,132,3,0,1,0,technical,low
692,0.74,0.89,5,232,6,0,1,0,technical,medium
693,0.37,0.48,2,129,3,0,1,0,IT,medium
694,0.09,0.78,6,244,4,0,1,0,IT,low
695,0.09,0.84,6,258,4,0,1,0,IT,low
696,0.45,0.56,2,143,3,0,1,0,product_mng,low
697,0.4,0.51,2,136,3,0,1,0,product_mng,low
698,0.31,0.95,6,235,5,0,1,0,product_mng,low
699,0.7,0.93,2,310,3,0,1,0,product_mng,low
700,0.36,0.48,2,152,3,0,1,0,IT,low
701,0.34,0.97,6,157,5,1,1,0,RandD,low
702,0.47,0.81,4,133,3,0,1,0,RandD,low
703,0.43,0.52,2,142,3,0,1,0,RandD,low
704,0.43,0.47,2,129,3,0,1,0,marketing,low
705,0.45,0.57,2,136,3,0,1,0,sales,low
706,0.74,1.0,5,223,5,0,1,0,accounting,low
707,0.78,0.87,5,243,5,0,1,0,technical,low
708,0.9,0.95,5,275,3,0,1,0,management,low
709,0.53,0.95,6,205,4,0,1,0,marketing,low
710,0.86,0.83,4,270,5,0,1,0,marketing,medium
711,0.74,0.89,4,267,5,0,1,0,sales,medium
712,0.46,0.53,2,128,3,0,1,0,sales,medium
713,0.86,0.95,4,238,5,0,1,0,sales,medium
714,0.77,0.83,4,245,5,0,1,0,sales,medium
715,0.77,1.0,4,272,5,0,1,0,sales,medium
716,0.91,0.9,4,250,5,0,1,0,sales,medium
717,0.44,0.46,2,157,3,0,1,0,sales,medium
718,0.89,0.91,5,260,5,0,1,0,sales,low
719,0.11,0.77,6,275,4,0,1,0,accounting,low
720,0.43,0.47,2,130,3,0,1,0,technical,low
721,0.38,0.52,2,156,3,0,1,0,technical,low
722,0.11,0.89,6,254,4,0,1,0,technical,low
723,0.37,0.49,2,130,3,0,1,0,technical,low
724,0.44,0.57,2,139,3,0,1,0,technical,low
725,0.72,0.82,5,269,5,0,1,0,technical,low
726,0.1,0.91,7,297,4,0,1,0,technical,low
727,0.73,0.86,5,249,5,0,1,0,technical,low
728,0.09,0.82,7,267,4,0,1,0,technical,low
729,0.44,0.46,2,149,3,0,1,0,technical,low
730,0.09,0.82,6,251,4,0,1,0,support,low
731,0.1,0.87,6,306,4,0,1,0,support,medium
732,0.11,0.86,6,279,4,0,1,0,support,medium
733,0.42,0.46,2,131,3,0,1,0,support,medium
734,0.72,0.88,5,249,5,0,1,0,support,medium
735,0.75,0.97,4,245,5,0,1,0,support,medium
736,0.44,0.5,2,138,3,0,1,0,support,medium
737,0.11,0.91,6,278,4,0,1,0,support,medium
738,0.38,0.47,2,147,3,0,1,0,support,medium
739,0.1,0.9,7,301,4,0,1,0,technical,medium
740,0.43,0.52,2,141,3,0,1,0,technical,medium
741,0.88,0.87,4,235,6,0,1,0,management,low
742,0.1,0.89,5,270,4,0,1,0,IT,medium
743,0.11,0.93,6,290,4,0,1,0,IT,medium
744,0.77,0.87,4,150,4,0,1,0,product_mng,low
745,0.91,0.94,5,218,6,0,1,0,product_mng,low
746,0.46,0.51,2,155,3,0,1,0,product_mng,low
747,0.87,0.88,5,262,6,0,1,0,sales,low
748,0.09,0.92,6,303,5,0,1,0,sales,low
749,0.42,0.46,2,132,3,0,1,0,sales,low
750,0.82,0.83,4,245,5,1,1,0,sales,low
751,0.1,0.91,6,286,4,0,1,0,marketing,low
752,0.43,0.45,2,140,3,0,1,0,sales,low
753,0.37,0.49,2,153,3,0,1,0,accounting,low
754,0.8,0.95,5,217,5,0,1,0,support,low
755,0.83,0.95,5,258,5,0,1,0,technical,low
756,0.39,0.57,2,156,3,0,1,0,management,low
757,0.77,0.92,5,255,5,0,1,0,marketing,low
758,0.43,0.46,2,129,3,0,1,0,marketing,low
759,0.79,0.96,4,234,5,0,1,0,marketing,low
760,0.39,0.55,2,152,3,1,1,0,sales,medium
761,0.1,0.88,7,300,4,0,1,0,sales,medium
762,0.39,0.53,2,131,3,0,1,0,sales,medium
763,0.11,0.89,6,301,4,0,1,0,sales,medium
764,0.57,0.85,4,219,2,1,1,0,sales,medium
765,0.11,0.95,7,269,5,0,1,0,sales,medium
766,0.11,0.94,7,302,4,0,1,0,sales,medium
767,0.35,0.8,6,281,2,0,1,0,sales,medium
768,0.78,0.99,5,241,5,0,1,0,sales,medium
769,0.11,0.93,7,288,4,0,1,0,sales,high
770,0.1,0.96,6,303,4,0,1,0,sales,low
771,0.43,0.5,2,127,3,1,1,0,sales,medium
772,0.45,0.45,2,145,3,0,1,0,sales,medium
773,0.09,0.91,6,248,4,0,1,0,sales,low
774,0.45,0.49,2,144,3,0,1,0,accounting,low
775,0.11,0.91,6,272,4,0,1,0,accounting,low
776,0.78,0.71,4,296,3,0,1,0,hr,low
777,0.38,0.5,2,151,3,1,1,0,hr,low
778,0.82,0.82,4,249,5,0,1,0,hr,low
779,0.77,0.89,5,243,5,0,1,0,technical,low
780,0.46,0.45,2,143,3,0,1,0,technical,low
781,0.43,0.49,2,135,3,0,1,0,technical,low
782,0.11,0.96,6,262,4,1,1,0,technical,low
783,0.36,0.51,2,155,3,0,1,0,support,low
784,0.11,0.89,6,264,4,0,1,0,support,low
785,0.09,0.77,6,256,5,0,1,0,support,medium
786,0.73,0.97,5,217,6,0,1,0,support,medium
787,0.37,0.55,2,159,3,0,1,0,support,medium
788,0.09,0.8,6,298,4,0,1,0,support,medium
789,0.83,1.0,5,263,5,0,1,0,technical,medium
790,0.1,0.77,5,252,4,0,1,0,technical,medium
791,0.44,0.55,2,136,3,0,1,0,technical,medium
792,0.42,0.97,6,259,4,0,1,0,management,high
793,0.43,0.56,2,158,3,0,1,0,IT,low
794,0.09,0.84,7,307,4,0,1,0,IT,medium
795,0.81,0.98,5,237,5,0,1,0,IT,medium
796,0.1,0.79,7,284,4,0,1,0,IT,medium
797,0.1,0.93,6,243,4,0,1,0,product_mng,low
798,0.11,0.83,6,268,4,0,1,0,product_mng,low
799,0.09,0.77,6,244,4,0,1,0,product_mng,low
800,0.38,0.55,2,134,3,0,1,0,IT,low
801,0.09,0.87,7,278,4,0,1,0,IT,low
802,0.74,0.97,5,238,5,0,1,0,IT,low
803,0.76,0.95,4,259,5,0,1,0,RandD,low
804,0.75,1.0,4,243,5,0,1,0,RandD,low
805,0.36,0.52,2,137,3,0,1,0,marketing,low
806,0.75,0.93,5,229,5,0,1,0,sales,low
807,0.4,0.46,2,134,3,0,1,0,accounting,low
808,0.75,0.89,4,228,5,0,1,0,support,low
809,0.09,0.84,6,301,4,0,1,0,technical,low
810,0.39,0.46,2,127,3,0,1,0,management,low
811,0.4,0.48,2,142,3,0,1,0,marketing,low
812,0.39,0.54,2,131,3,0,1,0,marketing,low
813,0.42,0.55,2,148,3,0,1,0,sales,low
814,0.37,0.52,2,143,3,0,1,0,sales,medium
815,0.11,0.98,6,250,4,0,1,0,sales,medium
816,0.09,0.88,7,265,4,0,1,0,sales,medium
817,0.41,0.54,2,152,3,0,1,0,sales,medium
818,0.42,0.49,2,145,3,0,1,0,sales,medium
819,0.36,0.47,2,129,3,0,1,0,sales,medium
820,0.74,0.9,4,226,5,0,1,0,sales,medium
821,0.38,0.47,2,152,3,0,1,0,sales,medium
822,0.43,0.51,2,132,3,0,1,0,sales,medium
823,0.43,0.53,2,148,3,0,1,0,sales,medium
824,0.1,0.85,6,297,5,0,1,0,sales,high
825,0.82,0.85,4,274,5,0,1,0,sales,low
826,0.1,0.93,6,288,4,0,1,0,sales,medium
827,0.09,0.94,7,247,4,0,1,0,sales,medium
828,0.41,0.54,2,138,3,0,1,0,accounting,low
829,0.88,0.92,4,225,5,0,1,0,accounting,low
830,0.42,0.5,2,155,3,0,1,0,hr,low
831,0.85,1.0,4,234,5,0,1,0,hr,low
832,0.38,0.49,2,144,3,0,1,0,hr,low
833,0.39,0.47,2,142,3,0,1,0,technical,low
834,0.41,0.48,2,126,3,0,1,0,technical,low
835,0.88,0.92,4,233,6,0,1,0,technical,low
836,0.78,0.96,4,241,5,0,1,0,technical,low
837,0.09,0.95,6,260,4,1,1,0,technical,low
838,0.44,0.56,2,145,3,0,1,0,technical,low
839,0.11,0.84,6,252,4,0,1,0,technical,low
840,0.36,0.51,2,143,3,0,1,0,technical,low
841,0.42,0.53,2,158,3,0,1,0,support,low
842,0.36,0.55,2,134,3,0,1,0,support,low
843,0.45,0.55,2,129,3,0,1,0,support,medium
844,0.38,0.57,2,131,3,0,1,0,support,medium
845,0.11,0.97,6,288,4,0,1,0,support,medium
846,0.45,0.46,2,142,3,0,1,0,support,medium
847,0.87,0.95,5,227,5,0,1,0,support,medium
848,0.45,0.53,2,131,3,0,1,0,support,medium
849,0.1,0.83,6,283,5,0,1,0,support,medium
850,0.85,0.84,5,272,6,0,1,0,technical,medium
851,0.36,0.48,2,148,3,1,1,0,management,medium
852,0.75,0.88,5,270,5,0,1,0,IT,high
853,0.83,0.83,5,260,5,0,1,0,IT,medium
854,0.41,0.52,2,127,3,0,1,0,IT,medium
855,0.43,0.56,6,149,4,0,1,0,product_mng,low
856,0.39,0.51,2,139,3,0,1,0,IT,low
857,0.41,0.52,2,132,3,0,1,0,RandD,low
858,0.44,0.55,2,137,3,0,1,0,RandD,low
859,0.38,0.5,2,139,3,0,1,0,RandD,low
860,0.46,0.52,2,148,3,0,1,0,RandD,low
861,0.45,0.45,2,131,3,0,1,0,sales,low
862,0.89,0.89,5,262,5,0,1,0,accounting,low
863,0.46,0.48,2,161,3,0,1,0,technical,low
864,0.09,0.78,7,290,4,0,1,0,management,low
865,0.45,0.57,2,149,3,0,1,0,marketing,low
866,0.62,0.77,5,227,4,0,1,0,marketing,low
867,0.11,0.93,6,276,4,0,1,0,sales,low
868,0.44,0.5,2,135,3,0,1,0,sales,low
869,0.56,0.75,5,236,2,0,1,0,sales,medium
870,0.77,0.89,4,270,5,0,1,0,sales,medium
871,0.39,0.49,2,146,3,0,1,0,sales,medium
872,0.1,0.92,5,272,4,0,1,0,sales,medium
873,0.72,0.85,5,246,5,0,1,0,sales,medium
874,0.4,0.52,2,136,3,0,1,0,sales,medium
875,0.11,0.81,6,260,4,0,1,0,sales,medium
876,0.88,1.0,5,247,5,0,1,0,sales,medium
878,0.4,0.52,2,143,3,0,1,0,sales,medium
879,0.1,0.86,6,306,4,0,1,0,sales,high
880,0.76,0.82,4,254,5,1,1,0,sales,medium
881,0.42,0.53,2,131,3,0,1,0,accounting,medium
882,0.42,0.47,2,157,3,0,1,0,accounting,low
883,0.1,0.96,7,301,4,0,1,0,hr,low
884,0.1,0.81,6,252,4,0,1,0,hr,low
885,0.42,0.47,2,130,3,0,1,0,hr,low
886,0.1,0.8,6,248,4,0,1,0,technical,low
887,0.11,0.89,7,257,4,0,1,0,technical,low
888,0.44,0.53,2,147,3,0,1,0,technical,low
889,0.87,0.9,3,307,5,0,1,0,technical,low
890,0.51,0.79,4,134,3,0,1,0,technical,low
891,0.89,0.96,5,221,5,0,1,0,technical,low
892,0.1,0.96,6,275,4,0,1,0,technical,low
893,0.9,0.94,5,247,5,0,1,0,technical,low
894,0.36,0.55,2,131,3,0,1,0,technical,low
895,0.44,0.54,2,150,3,0,1,0,support,low
896,0.38,1.0,5,137,4,0,1,0,support,low
897,0.73,0.95,4,223,6,0,1,0,support,low
898,0.89,0.83,5,130,4,1,1,0,support,medium
899,0.87,0.85,5,221,6,0,1,0,support,medium
900,0.84,0.89,4,245,5,1,1,0,support,medium
901,0.11,0.77,6,274,4,0,1,0,support,medium
902,0.79,0.97,4,243,5,0,1,0,support,medium
903,0.1,0.92,7,273,4,0,1,0,technical,medium
904,0.83,0.95,5,221,5,0,1,0,technical,medium
905,0.1,0.79,6,271,4,0,1,0,technical,medium
906,0.45,0.5,2,157,3,0,1,0,management,medium
907,0.29,0.48,2,249,4,0,1,0,IT,medium
908,0.11,0.83,6,262,5,0,1,0,IT,low
909,0.75,0.89,5,272,5,0,1,0,IT,medium
910,0.41,0.52,2,147,3,0,1,0,product_mng,medium
911,0.39,0.52,2,129,3,0,1,0,product_mng,low
912,0.11,0.89,6,284,4,0,1,0,RandD,low
913,0.74,0.99,5,263,5,0,1,0,RandD,low
914,0.88,0.88,4,265,5,0,1,0,RandD,low
915,0.37,0.53,2,147,3,0,1,0,RandD,low
916,0.78,0.81,4,253,5,0,1,0,marketing,low
917,0.74,1.0,5,222,6,0,1,0,accounting,low
918,0.11,0.86,6,273,4,1,1,0,support,low
919,0.8,0.87,5,240,6,0,1,0,technical,low
920,0.37,0.48,2,154,3,0,1,0,management,low
921,0.9,0.84,5,221,5,0,1,0,marketing,low
922,0.43,0.46,2,145,3,0,1,0,sales,low
923,0.09,0.93,7,270,4,0,1,0,sales,medium
924,0.4,0.5,2,135,3,0,1,0,sales,medium
925,0.14,0.7,5,236,3,0,1,0,sales,medium
926,0.11,0.79,6,244,4,1,1,0,sales,medium
927,0.72,1.0,4,169,3,0,1,0,sales,medium
928,0.39,0.57,2,157,3,0,1,0,sales,medium
929,0.41,0.52,2,142,3,0,1,0,sales,medium
930,0.45,0.51,2,156,3,0,1,0,sales,medium
931,0.2,0.7,6,281,5,0,1,0,sales,medium
932,0.43,0.53,2,146,3,0,1,0,sales,medium
933,0.39,0.55,2,156,3,0,1,0,sales,high
934,0.11,0.86,6,299,4,1,1,0,sales,low
935,0.45,0.47,2,136,3,0,1,0,sales,medium
936,0.11,0.87,6,272,4,0,1,0,sales,medium
937,0.84,0.86,5,240,5,0,1,0,accounting,medium
938,0.86,0.96,5,245,6,0,1,0,accounting,medium
939,0.39,0.57,2,130,3,0,1,0,hr,low
940,0.39,0.53,2,136,3,0,1,0,hr,low
941,0.92,0.94,4,219,5,0,1,0,technical,low
942,0.9,0.98,5,271,5,0,1,0,technical,low
943,0.32,0.6,2,280,4,0,1,0,technical,low
944,0.39,0.47,2,131,3,0,1,0,technical,low
945,0.11,0.85,6,295,4,0,1,0,technical,low
946,0.11,0.96,6,301,5,0,1,0,technical,low
947,0.1,0.95,7,296,4,0,1,0,technical,low
948,0.75,0.87,5,246,5,0,1,0,technical,low
949,0.1,0.82,6,269,4,0,1,0,support,low
950,0.39,0.49,2,146,3,0,1,0,support,low
951,0.45,0.48,2,149,3,0,1,0,support,low
952,0.1,0.94,7,287,4,0,1,0,support,medium
953,0.87,0.91,4,255,5,0,1,0,support,medium
954,0.36,0.5,2,147,3,0,1,0,technical,medium
955,0.91,0.99,5,265,5,1,1,0,technical,medium
956,0.41,0.48,2,136,3,0,1,0,technical,medium
957,0.37,0.52,2,140,3,0,1,0,management,medium
958,0.43,0.45,2,146,3,0,1,0,IT,medium
959,0.43,0.57,2,142,3,0,1,0,IT,medium
960,0.4,0.53,2,155,3,0,1,0,IT,high
961,0.1,0.89,7,285,4,0,1,0,IT,low
962,0.76,0.99,4,253,5,1,1,0,IT,medium
963,0.82,0.93,4,248,5,0,1,0,product_mng,medium
964,0.41,0.48,2,141,3,0,1,0,IT,low
965,0.73,0.87,5,252,5,0,1,0,RandD,low
966,0.37,0.57,2,157,3,0,1,0,RandD,low
967,0.11,0.89,6,250,4,0,1,0,RandD,low
968,0.46,0.52,2,131,3,0,1,0,RandD,low
969,0.78,0.78,4,260,5,0,1,0,RandD,low
970,0.78,0.86,5,260,6,0,1,0,marketing,low
971,0.63,0.83,6,242,5,0,1,0,accounting,low
972,0.55,1.0,6,136,3,0,1,0,support,low
973,0.45,0.55,2,155,3,0,1,0,technical,low
975,0.39,0.54,2,149,3,0,1,0,sales,low
976,0.46,0.57,2,145,3,0,1,0,sales,low
977,0.1,0.92,6,279,4,0,1,0,sales,medium
978,0.1,0.83,6,264,4,1,1,0,sales,medium
979,0.1,0.89,7,272,4,0,1,0,sales,medium
980,0.4,0.65,2,296,5,0,1,0,sales,medium
981,0.45,0.51,2,155,3,1,1,0,sales,medium
982,0.39,0.56,2,130,3,0,1,0,sales,medium
983,0.09,0.96,6,245,4,0,1,0,sales,medium
984,0.79,0.86,5,226,5,0,1,0,sales,medium
985,0.44,0.47,2,156,3,1,1,0,sales,medium
986,0.79,0.95,5,228,5,0,1,0,sales,high
987,0.38,0.46,2,155,3,0,1,0,sales,low
988,0.39,0.57,2,142,3,0,1,0,accounting,medium
989,0.09,0.93,6,271,4,0,1,0,accounting,medium
990,0.16,0.65,4,277,5,0,1,0,accounting,medium
991,0.09,0.77,6,310,4,0,1,0,hr,low
992,0.44,0.56,2,142,3,0,1,0,hr,low
993,0.11,0.88,7,253,4,0,1,0,hr,low
994,0.11,0.97,6,260,4,0,1,0,technical,low
995,0.45,0.52,2,147,3,0,1,0,technical,low
996,0.1,0.96,7,288,4,0,1,0,technical,low
997,0.38,0.55,2,130,3,0,1,0,technical,low
998,0.39,0.56,2,133,3,0,1,0,technical,low
999,0.38,0.55,2,160,3,0,1,0,technical,low
1000,0.38,0.45,2,151,3,0,1,0,technical,low
1001,0.17,0.75,3,188,4,0,1,0,technical,low
1002,0.79,0.84,5,247,5,0,1,0,technical,low
1003,0.37,0.48,2,129,3,0,1,0,support,low
1004,0.42,0.49,2,152,3,0,1,0,support,low
1005,0.44,0.48,2,128,3,0,1,0,support,low
1006,0.11,0.83,6,253,4,0,1,0,support,low
1007,0.39,0.48,2,151,3,0,1,0,support,low
1008,0.4,0.46,2,155,3,0,1,0,support,medium
1009,0.86,0.91,5,245,5,0,1,0,support,medium
1010,0.37,0.46,2,157,3,0,1,0,support,medium
1011,0.4,0.51,2,160,3,0,1,0,support,medium
1012,0.44,0.52,2,128,3,0,1,0,technical,medium
1013,0.4,0.46,2,156,3,0,1,0,management,medium
